area,area_title,area_type,naics,naics_title,occ_code,occ_title,tot_emp,a_median
36100,"Ocala, FL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1,"56,450"
36100,"Ocala, FL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"51,950"
36100,"Ocala, FL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"52,850"
36140,"Ocean City, NJ",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",390,"62,200"
36140,"Ocean City, NJ",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",200,"61,380"
36140,"Ocean City, NJ",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",390,"62,500"
36260,"Ogden-Clearfield, UT",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2760,"49,990"
36260,"Ogden-Clearfield, UT",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",950,"56,500"
36260,"Ogden-Clearfield, UT",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",370,"51,030"
36420,"Oklahoma City, OK",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",4890,"41,540"
36420,"Oklahoma City, OK",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",2880,"43,730"
36420,"Oklahoma City, OK",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3930,"45,350"
36500,"Olympia, WA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",950,"61,990"
36500,"Olympia, WA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",390,"61,040"
36500,"Olympia, WA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",550,"63,720"
36540,"Omaha-Council Bluffs, NE-IA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",4090,"45,720"
36540,"Omaha-Council Bluffs, NE-IA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1600,"45,640"
36540,"Omaha-Council Bluffs, NE-IA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3090,"46,350"
36740,"Orlando-Kissimmee-Sanford, FL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",10010,"44,920"
36740,"Orlando-Kissimmee-Sanford, FL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",4480,"44,840"
36740,"Orlando-Kissimmee-Sanford, FL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",5920,"45,320"
36780,"Oshkosh-Neenah, WI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",520,"56,440"
36780,"Oshkosh-Neenah, WI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",240,"57,300"
36780,"Oshkosh-Neenah, WI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",370,"56,320"
37100,"Oxnard-Thousand Oaks-Ventura, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3280,"69,740"
37100,"Oxnard-Thousand Oaks-Ventura, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",640,"63,970"
37100,"Oxnard-Thousand Oaks-Ventura, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2390,"66,270"
37340,"Palm Bay-Melbourne-Titusville, FL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2260,"41,720"
37340,"Palm Bay-Melbourne-Titusville, FL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",660,"40,960"
37380,"Palm Coast, FL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",390,"45,860"
37380,"Palm Coast, FL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",190,"46,540"
37620,"Parkersburg-Marietta-Vienna, WV-OH",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",770,"51,100"
37620,"Parkersburg-Marietta-Vienna, WV-OH",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",420,"47,250"
37620,"Parkersburg-Marietta-Vienna, WV-OH",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",630,"46,430"
37700,"Pascagoula, MS",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",910,"44,480"
37700,"Pascagoula, MS",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",410,"43,130"
37900,"Peoria, IL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2170,"46,620"
37900,"Peoria, IL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",770,"51,540"
37900,"Peoria, IL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1740,"53,300"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",28610,"55,880"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",11320,"58,750"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",24340,"60,530"
38060,"Phoenix-Mesa-Glendale, AZ",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",16630,"41,650"
38060,"Phoenix-Mesa-Glendale, AZ",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",6740,"42,620"
38060,"Phoenix-Mesa-Glendale, AZ",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",9940,"42,680"
38220,"Pine Bluff, AR",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",400,"51,260"
38300,"Pittsburgh, PA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",9800,"54,510"
38300,"Pittsburgh, PA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",4310,"56,060"
38300,"Pittsburgh, PA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",9990,"56,350"
38540,"Pocatello, ID",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",230,"39,180"
38540,"Pocatello, ID",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",200,"49,050"
38540,"Pocatello, ID",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",260,"43,070"
38660,"Ponce, PR",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2040,"33,040"
38660,"Ponce, PR",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1560,"31,900"
38900,"Portland-Vancouver-Hillsboro, OR-WA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",7010,"58,280"
38900,"Portland-Vancouver-Hillsboro, OR-WA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",2880,"58,480"
38900,"Portland-Vancouver-Hillsboro, OR-WA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",4820,"58,460"
39100,"Poughkeepsie-Newburgh-Middletown, NY",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2290,"75,020"
39100,"Poughkeepsie-Newburgh-Middletown, NY",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",2130,"73,180"
39100,"Poughkeepsie-Newburgh-Middletown, NY",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2600,"70,860"
39140,"Prescott, AZ",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",700,"36,750"
39140,"Prescott, AZ",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",250,"36,570"
39140,"Prescott, AZ",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",350,"37,000"
39340,"Provo-Orem, UT",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2670,"42,220"
39340,"Provo-Orem, UT",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",540,"47,580"
39340,"Provo-Orem, UT",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1240,"52,040"
39380,"Pueblo, CO",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",470,"46,430"
39540,"Racine, WI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",820,"56,950"
39540,"Racine, WI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",280,"47,030"
39540,"Racine, WI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",590,"48,040"
39580,"Raleigh-Cary, NC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",4930,"43,280"
39580,"Raleigh-Cary, NC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",2310,"41,510"
39580,"Raleigh-Cary, NC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3680,"46,070"
39660,"Rapid City, SD",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",560,"41,580"
39660,"Rapid City, SD",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",610,"41,670"
39740,"Reading, PA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1650,"60,100"
39740,"Reading, PA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1160,"62,670"
39740,"Reading, PA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2150,"60,400"
39820,"Redding, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",550,"61,110"
39820,"Redding, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"56,510"
40060,"Richmond, VA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",4940,"52,660"
40060,"Richmond, VA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",2860,"51,870"
40060,"Richmond, VA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3030,"50,170"
40140,"Riverside-San Bernardino-Ontario, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",17820,"74,910"
40140,"Riverside-San Bernardino-Ontario, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",5860,"77,450"
40140,"Riverside-San Bernardino-Ontario, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",7790,"70,650"
40220,"Roanoke, VA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1340,"51,070"
40220,"Roanoke, VA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",660,"48,550"
40220,"Roanoke, VA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",990,"47,860"
40340,"Rochester, MN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",540,"45,210"
40340,"Rochester, MN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",130,"48,710"
40340,"Rochester, MN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",200,"50,980"
40380,"Rochester, NY",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",4910,"55,000"
40380,"Rochester, NY",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",2280,"55,790"
40380,"Rochester, NY",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",4870,"57,290"
40420,"Rockford, IL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2090,"56,200"
40420,"Rockford, IL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",920,"60,130"
40420,"Rockford, IL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1570,"58,510"
40580,"Rocky Mount, NC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",640,"42,990"
40580,"Rocky Mount, NC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"40,400"
40580,"Rocky Mount, NC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",340,"42,690"
40660,"Rome, GA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",400,"57,090"
40660,"Rome, GA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",140,"49,950"
40900,"Sacramento--Arden-Arcade--Roseville, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",9460,"71,130"
40900,"Sacramento--Arden-Arcade--Roseville, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",3790,"66,190"
40900,"Sacramento--Arden-Arcade--Roseville, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",4890,"70,000"
40980,"Saginaw-Saginaw Township North, MI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",460,"64,710"
40980,"Saginaw-Saginaw Township North, MI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",280,"61,080"
40980,"Saginaw-Saginaw Township North, MI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",620,"54,330"
41060,"St. Cloud, MN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",800,"51,650"
41060,"St. Cloud, MN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",260,"54,610"
41060,"St. Cloud, MN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",710,"59,870"
41100,"St. George, UT",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",660,"37,210"
41100,"St. George, UT",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",360,"39,700"
41100,"St. George, UT",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"44,300"
41140,"St. Joseph, MO-KS",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",460,"39,260"
41140,"St. Joseph, MO-KS",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",550,"38,350"
41140,"St. Joseph, MO-KS",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",420,"39,790"
41180,"St. Louis, MO-IL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",10160,"52,820"
41180,"St. Louis, MO-IL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",7460,"54,170"
41180,"St. Louis, MO-IL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",10110,"51,180"
41420,"Salem, OR",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1220,"55,100"
41420,"Salem, OR",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",760,"54,190"
41420,"Salem, OR",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",580,"53,250"
41500,"Salinas, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1390,"56,890"
41500,"Salinas, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",180,"54,650"
41500,"Salinas, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",760,"59,790"
41540,"Salisbury, MD",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",520,"57,970"
41540,"Salisbury, MD",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",370,"60,940"
41540,"Salisbury, MD",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",410,"56,170"
41620,"Salt Lake City, UT",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",7740,"50,090"
41620,"Salt Lake City, UT",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1530,"50,870"
41620,"Salt Lake City, UT",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2530,"49,220"
41660,"San Angelo, TX",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1,"47,140"
41660,"San Angelo, TX",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"47,760"
41660,"San Angelo, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"49,500"
41700,"San Antonio-New Braunfels, TX",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",12140,"54,290"
41700,"San Antonio-New Braunfels, TX",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",5670,"55,150"
41700,"San Antonio-New Braunfels, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",7490,"55,580"
41740,"San Diego-Carlsbad-San Marcos, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",7160,"65,520"
41740,"San Diego-Carlsbad-San Marcos, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",3420,"65,490"
41740,"San Diego-Carlsbad-San Marcos, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",7420,"68,690"
41780,"Sandusky, OH",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",350,"54,170"
41780,"Sandusky, OH",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",290,"62,870"
41860,"San Francisco-Oakland-Fremont, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",13870,"66,670"
41860,"San Francisco-Oakland-Fremont, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",5350,"68,810"
41860,"San Francisco-Oakland-Fremont, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",11880,"68,850"
41900,"San German-Cabo Rojo, PR",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",980,"33,340"
41900,"San German-Cabo Rojo, PR",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",750,"32,760"
41940,"San Jose-Sunnyvale-Santa Clara, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",7300,"68,570"
41940,"San Jose-Sunnyvale-Santa Clara, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",3400,"70,050"
41940,"San Jose-Sunnyvale-Santa Clara, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",4640,"75,750"
41980,"San Juan-Caguas-Guaynabo, PR",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",16490,"32,880"
41980,"San Juan-Caguas-Guaynabo, PR",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",650,"23,650"
41980,"San Juan-Caguas-Guaynabo, PR",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",11240,"32,070"
42020,"San Luis Obispo-Paso Robles, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",830,"70,660"
42020,"San Luis Obispo-Paso Robles, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"59,170"
42020,"San Luis Obispo-Paso Robles, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1220,"64,950"
42060,"Santa Barbara-Santa Maria-Goleta, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1980,"68,390"
42060,"Santa Barbara-Santa Maria-Goleta, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",220,"45,150"
42060,"Santa Barbara-Santa Maria-Goleta, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"70,070"
42100,"Santa Cruz-Watsonville, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",680,"65,120"
42100,"Santa Cruz-Watsonville, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",400,"53,060"
42100,"Santa Cruz-Watsonville, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"65,790"
42140,"Santa Fe, NM",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",470,"45,830"
42140,"Santa Fe, NM",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",380,"47,690"
42220,"Santa Rosa-Petaluma, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1310,"55,910"
42220,"Santa Rosa-Petaluma, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",990,"66,250"
42220,"Santa Rosa-Petaluma, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1180,"63,210"
42340,"Savannah, GA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1300,"52,790"
42340,"Savannah, GA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",640,"53,690"
42340,"Savannah, GA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",510,"47,420"
42540,"Scranton--Wilkes-Barre, PA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2150,"53,520"
42540,"Scranton--Wilkes-Barre, PA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"56,490"
42540,"Scranton--Wilkes-Barre, PA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1830,"57,040"
42660,"Seattle-Tacoma-Bellevue, WA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",12740,"61,500"
42660,"Seattle-Tacoma-Bellevue, WA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",4830,"62,030"
42660,"Seattle-Tacoma-Bellevue, WA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",6630,"62,390"
42680,"Sebastian-Vero Beach, FL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",540,"40,240"
42680,"Sebastian-Vero Beach, FL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",230,"41,300"
42680,"Sebastian-Vero Beach, FL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",270,"42,120"
43100,"Sheboygan, WI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",490,"55,630"
43100,"Sheboygan, WI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",400,"52,640"
43100,"Sheboygan, WI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",420,"60,210"
43300,"Sherman-Denison, TX",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",710,"46,430"
43300,"Sherman-Denison, TX",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",340,"47,790"
43300,"Sherman-Denison, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",540,"49,730"
43340,"Shreveport-Bossier City, LA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",640,"51,380"
43340,"Shreveport-Bossier City, LA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1420,"47,880"
43340,"Shreveport-Bossier City, LA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2140,"46,990"
43580,"Sioux City, IA-NE-SD",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",690,"45,050"
43580,"Sioux City, IA-NE-SD",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",250,"45,460"
43580,"Sioux City, IA-NE-SD",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",520,"42,460"
43620,"Sioux Falls, SD",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",880,"38,310"
43620,"Sioux Falls, SD",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",510,"38,520"
43620,"Sioux Falls, SD",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",740,"38,250"
43780,"South Bend-Mishawaka, IN-MI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1090,"52,520"
43780,"South Bend-Mishawaka, IN-MI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",620,"48,130"
43780,"South Bend-Mishawaka, IN-MI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1070,"47,590"
43900,"Spartanburg, SC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1220,"53,730"
43900,"Spartanburg, SC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",730,"47,080"
43900,"Spartanburg, SC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",960,"51,980"
44060,"Spokane, WA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1960,"61,240"
44060,"Spokane, WA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",460,"63,050"
44060,"Spokane, WA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1010,"62,900"
44100,"Springfield, IL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1110,"42,690"
44100,"Springfield, IL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",560,"43,430"
44100,"Springfield, IL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",630,"44,560"
44180,"Springfield, MO",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1690,"42,130"
44180,"Springfield, MO",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",970,"39,630"
44180,"Springfield, MO",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1250,"37,170"
44220,"Springfield, OH",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",690,"56,020"
44220,"Springfield, OH",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"58,120"
44220,"Springfield, OH",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",770,"55,870"
44300,"State College, PA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",510,"49,260"
44300,"State College, PA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",200,"49,090"
44300,"State College, PA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",320,"48,520"
44600,"Steubenville-Weirton, OH-WV",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",670,"44,560"
44700,"Stockton, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2620,"65,590"
44700,"Stockton, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1400,"61,490"
44700,"Stockton, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1550,"60,600"
