area,area_title,area_type,naics,naics_title,occ_code,occ_title,tot_emp,a_median
17820,"Colorado Springs, CO",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2330,"44,370"
17860,"Columbia, MO",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",610,"39,410"
17860,"Columbia, MO",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"37,590"
17900,"Columbia, SC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3350,"48,420"
17900,"Columbia, SC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1980,"48,030"
17900,"Columbia, SC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2400,"51,140"
17980,"Columbus, GA-AL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1740,"51,530"
17980,"Columbus, GA-AL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"52,730"
18020,"Columbus, IN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",380,"49,480"
18140,"Columbus, OH",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",7440,"61,580"
18140,"Columbus, OH",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",3800,"58,820"
18140,"Columbus, OH",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",9530,"60,540"
18580,"Corpus Christi, TX",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1950,"55,180"
18580,"Corpus Christi, TX",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1150,"54,660"
18580,"Corpus Christi, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1510,"54,410"
18700,"Corvallis, OR",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",300,"50,230"
18700,"Corvallis, OR",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",100,"52,870"
18700,"Corvallis, OR",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"59,160"
19060,"Cumberland, MD-WV",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",720,"55,660"
19100,"Dallas-Fort Worth-Arlington, TX",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",40200,"52,450"
19100,"Dallas-Fort Worth-Arlington, TX",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",19210,"52,700"
19100,"Dallas-Fort Worth-Arlington, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",26330,"54,420"
19140,"Dalton, GA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",710,"54,970"
19140,"Dalton, GA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"50,540"
19140,"Dalton, GA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",330,"54,500"
19180,"Danville, IL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",450,"42,410"
19180,"Danville, IL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",300,"38,550"
19180,"Danville, IL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",300,"46,370"
19340,"Davenport-Moline-Rock Island, IA-IL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2160,"52,320"
19340,"Davenport-Moline-Rock Island, IA-IL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1010,"51,210"
19340,"Davenport-Moline-Rock Island, IA-IL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1130,"53,740"
19380,"Dayton, OH",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",4010,"60,330"
19380,"Dayton, OH",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",2610,"61,000"
19380,"Dayton, OH",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2000,"58,070"
19460,"Decatur, AL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",870,"51,490"
19460,"Decatur, AL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",290,"49,560"
19460,"Decatur, AL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",340,"50,440"
19500,"Decatur, IL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",930,"49,920"
19500,"Decatur, IL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",500,"47,790"
19500,"Decatur, IL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",530,"50,480"
19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1850,"43,920"
19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",540,"43,860"
19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",630,"45,020"
19740,"Denver-Aurora-Broomfield, CO",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",10810,"50,860"
19740,"Denver-Aurora-Broomfield, CO",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",6210,"50,730"
19740,"Denver-Aurora-Broomfield, CO",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",7550,"56,070"
19780,"Des Moines-West Des Moines, IA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3110,"51,140"
19780,"Des Moines-West Des Moines, IA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"55,360"
19780,"Des Moines-West Des Moines, IA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2300,"52,160"
19820,"Detroit-Warren-Livonia, MI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",15320,"63,560"
19820,"Detroit-Warren-Livonia, MI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",7010,"58,610"
19820,"Detroit-Warren-Livonia, MI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",8670,"65,090"
20020,"Dothan, AL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",570,"44,870"
20020,"Dothan, AL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",300,"42,960"
20020,"Dothan, AL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",550,"56,840"
20100,"Dover, DE",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"54,230"
20220,"Dubuque, IA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",540,"47,840"
20220,"Dubuque, IA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",370,"47,580"
20260,"Duluth, MN-WI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",870,"49,650"
20260,"Duluth, MN-WI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",600,"49,750"
20260,"Duluth, MN-WI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",840,"51,450"
20500,"Durham-Chapel Hill, NC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1900,"41,550"
20500,"Durham-Chapel Hill, NC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",930,"40,210"
20500,"Durham-Chapel Hill, NC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1110,"42,070"
20740,"Eau Claire, WI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",750,"51,880"
20740,"Eau Claire, WI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",240,"52,760"
20740,"Eau Claire, WI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",550,"51,000"
20940,"El Centro, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",690,"70,630"
20940,"El Centro, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",440,"70,620"
20940,"El Centro, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"69,160"
21060,"Elizabethtown, KY",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",450,"49,680"
21060,"Elizabethtown, KY",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",250,"50,220"
21060,"Elizabethtown, KY",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",320,"52,890"
21140,"Elkhart-Goshen, IN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",900,"47,970"
21140,"Elkhart-Goshen, IN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",330,"50,350"
21140,"Elkhart-Goshen, IN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",560,"51,470"
21300,"Elmira, NY",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",640,"50,400"
21300,"Elmira, NY",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",200,"58,920"
21300,"Elmira, NY",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",250,"57,660"
21340,"El Paso, TX",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",5390,"49,860"
21340,"El Paso, TX",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",2520,"50,700"
21340,"El Paso, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3660,"51,520"
21500,"Erie, PA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1,"56,070"
21500,"Erie, PA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1500,"53,860"
21500,"Erie, PA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"45,730"
21660,"Eugene-Springfield, OR",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",940,"56,670"
21660,"Eugene-Springfield, OR",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",620,"57,210"
21660,"Eugene-Springfield, OR",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",530,"48,940"
21780,"Evansville, IN-KY",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1370,"47,410"
21780,"Evansville, IN-KY",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",710,"51,850"
21780,"Evansville, IN-KY",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1140,"53,300"
21940,"Fajardo, PR",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",520,"34,270"
21940,"Fajardo, PR",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",60,"17,660"
21940,"Fajardo, PR",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",400,"33,310"
22020,"Fargo, ND-MN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1580,"51,400"
22020,"Fargo, ND-MN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",690,"48,860"
22140,"Farmington, NM",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",770,"47,290"
22140,"Farmington, NM",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",230,"48,310"
22140,"Farmington, NM",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",340,"50,560"
22180,"Fayetteville, NC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1850,"37,380"
22180,"Fayetteville, NC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"37,200"
22180,"Fayetteville, NC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1140,"37,390"
22220,"Fayetteville-Springdale-Rogers, AR-MO",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2000,"50,290"
22220,"Fayetteville-Springdale-Rogers, AR-MO",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1520,"51,940"
22220,"Fayetteville-Springdale-Rogers, AR-MO",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1460,"53,330"
22380,"Flagstaff, AZ",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",430,"38,820"
22380,"Flagstaff, AZ",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",130,"43,470"
22380,"Flagstaff, AZ",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",350,"45,380"
22420,"Flint, MI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1390,"60,530"
22420,"Flint, MI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",720,"62,000"
22420,"Flint, MI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",770,"56,430"
22500,"Florence, SC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",740,"46,950"
22500,"Florence, SC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",500,"49,200"
22500,"Florence, SC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",630,"45,670"
22520,"Florence-Muscle Shoals, AL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",790,"48,410"
22520,"Florence-Muscle Shoals, AL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",300,"52,370"
22520,"Florence-Muscle Shoals, AL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",500,"50,300"
22540,"Fond du Lac, WI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",300,"55,070"
22540,"Fond du Lac, WI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",120,"62,660"
22540,"Fond du Lac, WI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",350,"53,260"
22660,"Fort Collins-Loveland, CO",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1390,"46,320"
22660,"Fort Collins-Loveland, CO",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",740,"47,280"
22660,"Fort Collins-Loveland, CO",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",960,"47,570"
22900,"Fort Smith, AR-OK",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1260,"43,890"
22900,"Fort Smith, AR-OK",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",670,"45,550"
22900,"Fort Smith, AR-OK",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",870,"43,900"
23060,"Fort Wayne, IN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1790,"51,080"
23060,"Fort Wayne, IN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",700,"55,980"
23060,"Fort Wayne, IN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1290,"52,770"
23420,"Fresno, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3820,"63,170"
23420,"Fresno, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1400,"62,010"
23420,"Fresno, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3380,"69,520"
23460,"Gadsden, AL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1,"45,500"
23460,"Gadsden, AL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",320,"51,220"
23540,"Gainesville, FL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",930,"43,470"
23540,"Gainesville, FL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",410,"43,810"
23540,"Gainesville, FL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",520,"47,750"
23580,"Gainesville, GA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",540,"53,230"
23580,"Gainesville, GA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"46,390"
23580,"Gainesville, GA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",670,"55,910"
24020,"Glens Falls, NY",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",420,"54,480"
24020,"Glens Falls, NY",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",200,"57,350"
24020,"Glens Falls, NY",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",560,"53,400"
24220,"Grand Forks, ND-MN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",520,"48,190"
24220,"Grand Forks, ND-MN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",200,"51,510"
24220,"Grand Forks, ND-MN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",330,"48,080"
24340,"Grand Rapids-Wyoming, MI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3510,"65,100"
24340,"Grand Rapids-Wyoming, MI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1430,"58,020"
24340,"Grand Rapids-Wyoming, MI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1910,"62,780"
24500,"Great Falls, MT",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",300,"37,530"
24500,"Great Falls, MT",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",90,"36,220"
24500,"Great Falls, MT",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",290,"55,200"
24540,"Greeley, CO",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1030,"44,980"
24540,"Greeley, CO",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",580,"44,360"
24540,"Greeley, CO",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",590,"46,580"
24580,"Green Bay, WI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",990,"51,690"
24580,"Green Bay, WI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1020,"58,230"
24580,"Green Bay, WI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",670,"52,560"
24660,"Greensboro-High Point, NC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2490,"45,010"
24660,"Greensboro-High Point, NC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",2040,"40,850"
24660,"Greensboro-High Point, NC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1080,"45,040"
24780,"Greenville, NC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1140,"39,870"
24860,"Greenville-Mauldin-Easley, SC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2460,"45,020"
24860,"Greenville-Mauldin-Easley, SC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"45,210"
24860,"Greenville-Mauldin-Easley, SC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2100,"48,640"
25060,"Gulfport-Biloxi, MS",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1030,"42,410"
25060,"Gulfport-Biloxi, MS",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",390,"42,240"
25060,"Gulfport-Biloxi, MS",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",770,"42,370"
25180,"Hagerstown-Martinsburg, MD-WV",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1310,"50,970"
25180,"Hagerstown-Martinsburg, MD-WV",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"53,750"
25180,"Hagerstown-Martinsburg, MD-WV",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",780,"48,520"
25260,"Hanford-Corcoran, CA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",590,"63,580"
25260,"Hanford-Corcoran, CA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"42,690"
25260,"Hanford-Corcoran, CA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",540,"56,080"
25420,"Harrisburg-Carlisle, PA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2740,"57,080"
25420,"Harrisburg-Carlisle, PA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",950,"59,480"
25420,"Harrisburg-Carlisle, PA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2000,"55,850"
25500,"Harrisonburg, VA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",620,"41,960"
25620,"Hattiesburg, MS",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",730,"38,320"
25620,"Hattiesburg, MS",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",320,"43,990"
25620,"Hattiesburg, MS",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",580,"40,510"
25860,"Hickory-Lenoir-Morganton, NC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1220,"42,860"
25860,"Hickory-Lenoir-Morganton, NC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",860,"41,240"
25860,"Hickory-Lenoir-Morganton, NC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",640,"42,840"
25980,"Hinesville-Fort Stewart, GA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",360,"52,640"
25980,"Hinesville-Fort Stewart, GA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",180,"53,530"
25980,"Hinesville-Fort Stewart, GA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",140,"47,850"
26100,"Holland-Grand Haven, MI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",800,"59,890"
26100,"Holland-Grand Haven, MI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",390,"60,870"
26100,"Holland-Grand Haven, MI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",620,"64,350"
26180,"Honolulu, HI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",4590,"54,710"
26180,"Honolulu, HI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1500,"53,640"
26180,"Honolulu, HI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3010,"55,150"
26300,"Hot Springs, AR",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",370,"42,840"
26300,"Hot Springs, AR",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",200,"44,900"
26300,"Hot Springs, AR",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",300,"46,320"
26420,"Houston-Sugar Land-Baytown, TX",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",35290,"50,960"
26420,"Houston-Sugar Land-Baytown, TX",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",17090,"50,900"
26420,"Houston-Sugar Land-Baytown, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",22510,"52,860"
26580,"Huntington-Ashland, WV-KY-OH",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1300,"48,180"
26580,"Huntington-Ashland, WV-KY-OH",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",910,"40,150"
26580,"Huntington-Ashland, WV-KY-OH",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",590,"47,040"
26620,"Huntsville, AL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1770,"50,470"
26620,"Huntsville, AL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",960,"54,110"
26620,"Huntsville, AL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1300,"50,990"
26820,"Idaho Falls, ID",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",510,"42,120"
26820,"Idaho Falls, ID",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",500,"41,660"
26900,"Indianapolis-Carmel, IN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",7000,"51,820"
26900,"Indianapolis-Carmel, IN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",2900,"53,270"
26900,"Indianapolis-Carmel, IN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3920,"53,230"
26980,"Iowa City, IA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",540,"48,830"
26980,"Iowa City, IA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",160,"43,720"
26980,"Iowa City, IA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",810,"45,300"
27060,"Ithaca, NY",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",470,"76,660"
27060,"Ithaca, NY",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",540,"59,390"
27100,"Jackson, MI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",790,"56,050"
27100,"Jackson, MI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",200,"44,070"
27100,"Jackson, MI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",380,"47,820"
27140,"Jackson, MS",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2720,"40,290"
27140,"Jackson, MS",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1710,"40,790"
27140,"Jackson, MS",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1830,"41,430"
27180,"Jackson, TN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",490,"43,920"
27180,"Jackson, TN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",310,"45,040"
27180,"Jackson, TN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",430,"44,780"
27260,"Jacksonville, FL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",5540,"47,350"
27260,"Jacksonville, FL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",2320,"46,910"
27260,"Jacksonville, FL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2690,"47,550"
