area,area_title,area_type,naics,naics_title,occ code,occ title,tot_emp,a_median
15940,"Canton-Massillon, OH",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",240,56770
15980,"Cape Coral-Fort Myers, FL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",390,25010
15980,"Cape Coral-Fort Myers, FL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",370,44990
15980,"Cape Coral-Fort Myers, FL",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1120,45650
15980,"Cape Coral-Fort Myers, FL",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",90,53690
16020,"Cape Girardeau, MO-IL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",40,29120
16020,"Cape Girardeau, MO-IL",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",120,49580
16020,"Cape Girardeau, MO-IL",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",490,43640
16020,"Cape Girardeau, MO-IL",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",140,42060
16060,"Carbondale-Marion, IL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",140,24050
16060,"Carbondale-Marion, IL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",40,46530
16060,"Carbondale-Marion, IL",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",590,46660
16060,"Carbondale-Marion, IL",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",140,54890
16060,"Carbondale-Marion, IL",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",40,50230
16060,"Carbondale-Marion, IL",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",40,50930
16220,"Casper, WY",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",50,37220
16300,"Cedar Rapids, IA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",350,22990
16300,"Cedar Rapids, IA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",70,53280
16300,"Cedar Rapids, IA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1020,51240
16300,"Cedar Rapids, IA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",630,55600
16300,"Cedar Rapids, IA",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",40,56590
16300,"Cedar Rapids, IA",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",80,52160
16300,"Cedar Rapids, IA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",110,50000
16540,"Chambersburg-Waynesboro, PA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",110,27300
16580,"Champaign-Urbana, IL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",270,24360
16580,"Champaign-Urbana, IL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",90,44570
16580,"Champaign-Urbana, IL",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1370,46710
16580,"Champaign-Urbana, IL",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",380,46830
16580,"Champaign-Urbana, IL",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",480,48690
16580,"Champaign-Urbana, IL",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",30,49240
16580,"Champaign-Urbana, IL",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",180,49460
16580,"Champaign-Urbana, IL",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",50,52800
16620,"Charleston, WV",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",130,36380
16620,"Charleston, WV",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",170,46350
16620,"Charleston, WV",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",830,47150
16620,"Charleston, WV",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",800,45810
16700,"Charleston-North Charleston, SC",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",290,49820
16700,"Charleston-North Charleston, SC",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1470,49620
16700,"Charleston-North Charleston, SC",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",50,54230
16700,"Charleston-North Charleston, SC",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",380,53070
16700,"Charleston-North Charleston, SC",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",130,55380
16740,"Charlotte-Concord-Gastonia, NC-SC",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",990,41660
16740,"Charlotte-Concord-Gastonia, NC-SC",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",210,45390
16740,"Charlotte-Concord-Gastonia, NC-SC",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",1430,50050
16740,"Charlotte-Concord-Gastonia, NC-SC",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",130,51250
16740,"Charlotte-Concord-Gastonia, NC-SC",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",920,43580
16820,"Charlottesville, VA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",730,69010
16820,"Charlottesville, VA",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",70,56730
16820,"Charlottesville, VA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",110,54230
16820,"Charlottesville, VA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",110,49790
16860,"Chattanooga, TN-GA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",460,50880
16860,"Chattanooga, TN-GA",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",40,54330
16860,"Chattanooga, TN-GA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",220,45810
16860,"Chattanooga, TN-GA",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",120,51460
16860,"Chattanooga, TN-GA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",130,52070
16940,"Cheyenne, WY",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",350,60600
16980,"Chicago-Naperville-Elgin, IL-IN-WI",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",140,65590
16980,"Chicago-Naperville-Elgin, IL-IN-WI",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",4660,66530
17020,"Chico, CA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",390,21700
17020,"Chico, CA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",80,46020
17020,"Chico, CA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",880,70170
17020,"Chico, CA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",80,54650
17140,"Cincinnati, OH-KY-IN",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",750,66100
17140,"Cincinnati, OH-KY-IN",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",230,50440
17140,"Cincinnati, OH-KY-IN",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",870,54650
17300,"Clarksville, TN-KY",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",240,20550
17300,"Clarksville, TN-KY",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",180,60320
17300,"Clarksville, TN-KY",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",660,59390
17300,"Clarksville, TN-KY",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",100,64570
17300,"Clarksville, TN-KY",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",110,63310
17420,"Cleveland, TN",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",90,47180
17420,"Cleveland, TN",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",80,46730
17420,"Cleveland, TN",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",50,44890
17420,"Cleveland, TN",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",70,44480
17460,"Cleveland-Elyria, OH",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",1190,47560
17460,"Cleveland-Elyria, OH",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",320,63600
17460,"Cleveland-Elyria, OH",4,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",460,70870
17660,"Coeur d'Alene, ID",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",100,20000
17780,"College Station-Bryan, TX",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",90,25670
17780,"College Station-Bryan, TX",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",830,46360
17780,"College Station-Bryan, TX",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",50,50220
17820,"Colorado Springs, CO",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",1020,25240
17820,"Colorado Springs, CO",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",110,44910
17820,"Colorado Springs, CO",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",450,44260
17820,"Colorado Springs, CO",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",230,44460
17820,"Colorado Springs, CO",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",320,46170
17860,"Columbia, MO",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",800,42830
17900,"Columbia, SC",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",380,49220
17980,"Columbus, GA-AL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",290,31680
17980,"Columbus, GA-AL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",230,52960
17980,"Columbus, GA-AL",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1940,50460
17980,"Columbus, GA-AL",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",170,52770
18020,"Columbus, IN",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",40,25200
18020,"Columbus, IN",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",40,50030
18020,"Columbus, IN",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",290,52310
18140,"Columbus, OH",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",830,70610
18140,"Columbus, OH",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",80,35990
18140,"Columbus, OH",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",1440,61170
18580,"Corpus Christi, TX",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",170,61260
18580,"Corpus Christi, TX",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",190,57870
18580,"Corpus Christi, TX",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",100,65380
18580,"Corpus Christi, TX",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",150,63020
18700,"Corvallis, OR",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",150,22730
18700,"Corvallis, OR",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",270,56780
18700,"Corvallis, OR",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",90,62620
18700,"Corvallis, OR",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",30,68020
18880,"Crestview-Fort Walton Beach-Destin, FL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",150,23350
18880,"Crestview-Fort Walton Beach-Destin, FL",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",880,49480
18880,"Crestview-Fort Walton Beach-Destin, FL",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",450,47780
18880,"Crestview-Fort Walton Beach-Destin, FL",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",730,48900
19100,"Dallas-Fort Worth-Arlington, TX",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",290,54890
19100,"Dallas-Fort Worth-Arlington, TX",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",380,56220
19100,"Dallas-Fort Worth-Arlington, TX",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",2060,55230
19140,"Dalton, GA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",40,32100
19140,"Dalton, GA",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",130,50760
19180,"Danville, IL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",50,22450
19180,"Danville, IL",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",470,46860
19180,"Danville, IL",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",190,46250
19180,"Danville, IL",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",50,50330
19340,"Davenport-Moline-Rock Island, IA-IL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",380,23580
19340,"Davenport-Moline-Rock Island, IA-IL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",120,55350
19340,"Davenport-Moline-Rock Island, IA-IL",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1710,53080
19340,"Davenport-Moline-Rock Island, IA-IL",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",90,60960
19340,"Davenport-Moline-Rock Island, IA-IL",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",180,55190
19340,"Davenport-Moline-Rock Island, IA-IL",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",100,60290
19380,"Dayton, OH",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",1330,21410
19380,"Dayton, OH",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",740,52910
19380,"Dayton, OH",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",120,53270
19380,"Dayton, OH",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",370,56080
19380,"Dayton, OH",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",380,56320
19460,"Decatur, AL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",130,54110
19460,"Decatur, AL",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",800,52210
19500,"Decatur, IL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",130,22870
19500,"Decatur, IL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",80,52320
19500,"Decatur, IL",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",720,45680
19500,"Decatur, IL",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",110,41930
19500,"Decatur, IL",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",220,44600
19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",270,19510
19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",80,42730
19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",690,41350
19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",40,48470
19740,"Denver-Aurora-Lakewood, CO",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",100,55920
19740,"Denver-Aurora-Lakewood, CO",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",390,61390
19740,"Denver-Aurora-Lakewood, CO",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",800,51050
19740,"Denver-Aurora-Lakewood, CO",4,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",40,52040
19780,"Des Moines-West Des Moines, IA",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",180,61950
19780,"Des Moines-West Des Moines, IA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",140,56430
19820,"Detroit-Warren-Dearborn, MI",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",210,60540
19820,"Detroit-Warren-Dearborn, MI",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",220,55890
19820,"Detroit-Warren-Dearborn, MI",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",90,43060
20020,"Dothan, AL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",100,28430
20020,"Dothan, AL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",80,44840
20020,"Dothan, AL",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",800,45760
20020,"Dothan, AL",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",460,52670
20020,"Dothan, AL",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",70,53560
20100,"Dover, DE",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",210,25610
20100,"Dover, DE",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",580,54620
20220,"Dubuque, IA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",120,26590
20220,"Dubuque, IA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",40,39090
20220,"Dubuque, IA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",460,49310
20220,"Dubuque, IA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",140,45480
20260,"Duluth, MN-WI",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",140,57490
20260,"Duluth, MN-WI",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",690,57060
20500,"Durham-Chapel Hill, NC",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",910,27240
20500,"Durham-Chapel Hill, NC",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1940,43100
20500,"Durham-Chapel Hill, NC",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",870,43520
20500,"Durham-Chapel Hill, NC",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",80,46040
20500,"Durham-Chapel Hill, NC",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",210,48680
20700,"East Stroudsburg, PA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",80,28910
20700,"East Stroudsburg, PA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",110,63240
20700,"East Stroudsburg, PA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1170,68960
20700,"East Stroudsburg, PA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",180,67960
20700,"East Stroudsburg, PA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",190,62960
20740,"Eau Claire, WI",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",190,24450
20740,"Eau Claire, WI",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",870,49310
20740,"Eau Claire, WI",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",280,47340
20740,"Eau Claire, WI",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",50,49800
20940,"El Centro, CA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",180,30230
20940,"El Centro, CA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",150,66430
20940,"El Centro, CA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1200,72150
20940,"El Centro, CA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",470,77310
20940,"El Centro, CA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",80,73740
21060,"Elizabethtown-Fort Knox, KY",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",50,48530
21060,"Elizabethtown-Fort Knox, KY",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",90,56040
21060,"Elizabethtown-Fort Knox, KY",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",490,54820
21060,"Elizabethtown-Fort Knox, KY",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",210,56240
21060,"Elizabethtown-Fort Knox, KY",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",310,57380
21060,"Elizabethtown-Fort Knox, KY",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",100,54240
21060,"Elizabethtown-Fort Knox, KY",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",50,56770
21060,"Elizabethtown-Fort Knox, KY",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",80,55880
21140,"Elkhart-Goshen, IN",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",70,25900
21140,"Elkhart-Goshen, IN",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",110,45830
21140,"Elkhart-Goshen, IN",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",700,48050
21140,"Elkhart-Goshen, IN",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",110,59390
21140,"Elkhart-Goshen, IN",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",120,54760
21140,"Elkhart-Goshen, IN",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",90,65110
21140,"Elkhart-Goshen, IN",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",130,62820
21300,"Elmira, NY",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",70,28630
21300,"Elmira, NY",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",100,58180
21300,"Elmira, NY",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",270,51360
21300,"Elmira, NY",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",180,59010
21300,"Elmira, NY",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",80,60030
21300,"Elmira, NY",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",30,67190
21300,"Elmira, NY",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",30,57620
21340,"El Paso, TX",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",380,19020
21340,"El Paso, TX",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",490,50220
21340,"El Paso, TX",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",310,54340
21340,"El Paso, TX",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",110,50650
21340,"El Paso, TX",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",240,49970
21340,"El Paso, TX",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",140,48770
21500,"Erie, PA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",210,24010
21500,"Erie, PA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",110,47920
21500,"Erie, PA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",130,55020
21500,"Erie, PA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",80,54200
21660,"Eugene, OR",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",80,50240
21660,"Eugene, OR",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",830,55620
21660,"Eugene, OR",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",660,54280
21660,"Eugene, OR",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",730,58140
21660,"Eugene, OR",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",110,52420
21660,"Eugene, OR",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",110,59220
21660,"Eugene, OR",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",80,59370
21660,"Eugene, OR",4,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",210,46700
21780,"Evansville, IN-KY",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",320,26990
21780,"Evansville, IN-KY",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",100,50410
21780,"Evansville, IN-KY",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1470,47680
21780,"Evansville, IN-KY",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",470,54000
21780,"Evansville, IN-KY",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",760,50820
21780,"Evansville, IN-KY",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",140,52330
21780,"Evansville, IN-KY",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",70,53150
21780,"Evansville, IN-KY",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",130,51130
21820,"Fairbanks, AK",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",330,78650
21820,"Fairbanks, AK",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",130,105820
22020,"Fargo, ND-MN",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",290,28230
22020,"Fargo, ND-MN",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",140,43500
22020,"Fargo, ND-MN",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",390,53750
22020,"Fargo, ND-MN",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",190,46810
22020,"Fargo, ND-MN",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",80,53310
22140,"Farmington, NM",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",320,47770
22140,"Farmington, NM",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",460,51510
22140,"Farmington, NM",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",110,51440
22140,"Farmington, NM",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",40,50190
22180,"Fayetteville, NC",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",350,24350
22180,"Fayetteville, NC",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",280,38320
