area,area_title,area_type,naics,naics_title,occ code,occ title,tot_emp,a_median
40140,"Riverside-San Bernardino-Ontario, CA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",16690,77400
40140,"Riverside-San Bernardino-Ontario, CA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",5020,77660
40140,"Riverside-San Bernardino-Ontario, CA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",8360,74080
40140,"Riverside-San Bernardino-Ontario, CA",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",120,79340
40140,"Riverside-San Bernardino-Ontario, CA",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",190,38260
40140,"Riverside-San Bernardino-Ontario, CA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",1710,74300
40140,"Riverside-San Bernardino-Ontario, CA",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",740,59620
40140,"Riverside-San Bernardino-Ontario, CA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",720,74280
40220,"Roanoke, VA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",190,23990
40220,"Roanoke, VA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",130,48060
40220,"Roanoke, VA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",390,48010
40220,"Roanoke, VA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",760,48360
40220,"Roanoke, VA",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",140,46780
40220,"Roanoke, VA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",270,47630
40220,"Roanoke, VA",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",100,48960
40220,"Roanoke, VA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",120,47620
40220,"Roanoke, VA",4,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",30,55700
40340,"Rochester, MN",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",180,36810
40340,"Rochester, MN",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",110,46280
40340,"Rochester, MN",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",490,49320
40340,"Rochester, MN",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",130,57240
40340,"Rochester, MN",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",70,50560
40340,"Rochester, MN",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",70,54450
40380,"Rochester, NY",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",460,56800
40380,"Rochester, NY",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",2220,57640
40380,"Rochester, NY",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",120,56790
40380,"Rochester, NY",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",380,60810
40380,"Rochester, NY",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",110,46290
40380,"Rochester, NY",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",580,57480
40380,"Rochester, NY",4,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",30,47600
40420,"Rockford, IL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",450,35860
40420,"Rockford, IL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",70,59220
40420,"Rockford, IL",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",370,60660
40420,"Rockford, IL",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",50,60590
40420,"Rockford, IL",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",220,64860
40420,"Rockford, IL",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",50,56040
40580,"Rocky Mount, NC",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",70,21610
40580,"Rocky Mount, NC",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",190,40840
40580,"Rocky Mount, NC",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",110,44650
40580,"Rocky Mount, NC",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",150,39510
40580,"Rocky Mount, NC",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",50,40680
40580,"Rocky Mount, NC",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",80,42690
40660,"Rome, GA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",80,27890
40900,"Sacramento--Roseville--Arden-Arcade, CA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",2980,27350
40900,"Sacramento--Roseville--Arden-Arcade, CA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",1440,61460
40900,"Sacramento--Roseville--Arden-Arcade, CA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",7280,70560
40900,"Sacramento--Roseville--Arden-Arcade, CA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",3220,66940
40900,"Sacramento--Roseville--Arden-Arcade, CA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",5510,70760
40900,"Sacramento--Roseville--Arden-Arcade, CA",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",120,69950
40900,"Sacramento--Roseville--Arden-Arcade, CA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",1190,58450
40900,"Sacramento--Roseville--Arden-Arcade, CA",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",350,67860
40900,"Sacramento--Roseville--Arden-Arcade, CA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",910,74220
40900,"Sacramento--Roseville--Arden-Arcade, CA",4,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",50,52330
40980,"Saginaw, MI",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",150,27480
40980,"Saginaw, MI",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",130,65910
40980,"Saginaw, MI",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",330,62330
41060,"St. Cloud, MN",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",280,30080
41060,"St. Cloud, MN",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",120,50880
41060,"St. Cloud, MN",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",350,56160
41060,"St. Cloud, MN",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",690,55000
41060,"St. Cloud, MN",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",180,48360
41060,"St. Cloud, MN",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",40,56030
41100,"St. George, UT",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",950,38720
41100,"St. George, UT",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",90,43410
41140,"St. Joseph, MO-KS",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",110,25740
41140,"St. Joseph, MO-KS",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",390,43090
41180,"St. Louis, MO-IL",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",1380,60640
41420,"Salem, OR",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",80,53890
41420,"Salem, OR",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",110,56020
41420,"Salem, OR",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",180,55530
41420,"Salem, OR",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",130,59350
41420,"Salem, OR",4,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",140,70430
41500,"Salinas, CA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",380,34800
41500,"Salinas, CA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",280,59940
41500,"Salinas, CA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",2420,70830
41500,"Salinas, CA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",860,68110
41500,"Salinas, CA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",130,70360
41540,"Salisbury, MD-DE",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1170,56110
41540,"Salisbury, MD-DE",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",320,57100
41540,"Salisbury, MD-DE",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",110,62660
41620,"Salt Lake City, UT",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",220,39270
41620,"Salt Lake City, UT",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",100,47570
41620,"Salt Lake City, UT",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",860,34340
41620,"Salt Lake City, UT",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",440,31480
41660,"San Angelo, TX",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",70,44420
41660,"San Angelo, TX",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",490,44400
41660,"San Angelo, TX",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",50,49590
41660,"San Angelo, TX",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",30,42830
41660,"San Angelo, TX",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",50,44460
41700,"San Antonio-New Braunfels, TX",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",100,55610
41700,"San Antonio-New Braunfels, TX",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",800,55210
41700,"San Antonio-New Braunfels, TX",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",170,56240
41740,"San Diego-Carlsbad, CA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",3610,33310
41740,"San Diego-Carlsbad, CA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",1020,59080
41740,"San Diego-Carlsbad, CA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",8960,70310
41740,"San Diego-Carlsbad, CA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",3840,65770
41740,"San Diego-Carlsbad, CA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",9610,75840
41740,"San Diego-Carlsbad, CA",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",90,79620
41740,"San Diego-Carlsbad, CA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",740,65670
41740,"San Diego-Carlsbad, CA",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",470,66400
41740,"San Diego-Carlsbad, CA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",730,71920
41860,"San Francisco-Oakland-Hayward, CA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",8830,36430
41860,"San Francisco-Oakland-Hayward, CA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",2220,61030
41860,"San Francisco-Oakland-Hayward, CA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",17730,72050
41860,"San Francisco-Oakland-Hayward, CA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",6700,66970
41860,"San Francisco-Oakland-Hayward, CA",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",40,54610
41860,"San Francisco-Oakland-Hayward, CA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",10910,73430
41860,"San Francisco-Oakland-Hayward, CA",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",130,64400
41860,"San Francisco-Oakland-Hayward, CA",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",30,67310
41860,"San Francisco-Oakland-Hayward, CA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",2480,65890
41860,"San Francisco-Oakland-Hayward, CA",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",950,67410
41860,"San Francisco-Oakland-Hayward, CA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",870,81140
41860,"San Francisco-Oakland-Hayward, CA",4,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",720,43740
41900,"San German, PR",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",90,17990
41900,"San German, PR",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",450,36650
41900,"San German, PR",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",320,34830
41940,"San Jose-Sunnyvale-Santa Clara, CA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",4470,37130
41940,"San Jose-Sunnyvale-Santa Clara, CA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",1000,66080
41940,"San Jose-Sunnyvale-Santa Clara, CA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",7470,74990
41940,"San Jose-Sunnyvale-Santa Clara, CA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",3440,76120
41940,"San Jose-Sunnyvale-Santa Clara, CA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",5010,75540
41940,"San Jose-Sunnyvale-Santa Clara, CA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",920,64000
41940,"San Jose-Sunnyvale-Santa Clara, CA",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",270,72250
41940,"San Jose-Sunnyvale-Santa Clara, CA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",120,77470
41980,"San Juan-Carolina-Caguas, PR",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",110,18260
41980,"San Juan-Carolina-Caguas, PR",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",610,18900
41980,"San Juan-Carolina-Caguas, PR",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",860,33710
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",330,25320
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",150,72510
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",960,72640
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",480,68390
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",130,61570
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",50,80790
42100,"Santa Cruz-Watsonville, CA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",330,29380
42100,"Santa Cruz-Watsonville, CA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",880,67670
42100,"Santa Cruz-Watsonville, CA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",740,59220
42100,"Santa Cruz-Watsonville, CA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",80,66070
42140,"Santa Fe, NM",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",50,70600
42140,"Santa Fe, NM",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",590,70880
42140,"Santa Fe, NM",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",150,62690
42140,"Santa Fe, NM",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",70,54720
42200,"Santa Maria-Santa Barbara, CA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",440,38050
42200,"Santa Maria-Santa Barbara, CA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",320,69740
42200,"Santa Maria-Santa Barbara, CA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",2060,74090
42200,"Santa Maria-Santa Barbara, CA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",180,63440
42220,"Santa Rosa, CA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",610,31940
42220,"Santa Rosa, CA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",2050,62840
42220,"Santa Rosa, CA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1170,68290
42220,"Santa Rosa, CA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",280,64330
42220,"Santa Rosa, CA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",100,61360
42340,"Savannah, GA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",570,25580
42340,"Savannah, GA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",280,51920
42340,"Savannah, GA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",570,49060
42340,"Savannah, GA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",170,55160
42340,"Savannah, GA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",90,54700
42540,"Scranton--Wilkes-Barre--Hazleton, PA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",480,24570
42540,"Scranton--Wilkes-Barre--Hazleton, PA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1290,59120
42540,"Scranton--Wilkes-Barre--Hazleton, PA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",3150,61160
42540,"Scranton--Wilkes-Barre--Hazleton, PA",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",120,57980
42540,"Scranton--Wilkes-Barre--Hazleton, PA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",560,54950
42540,"Scranton--Wilkes-Barre--Hazleton, PA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",270,56550
42660,"Seattle-Tacoma-Bellevue, WA",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",130,66930
42660,"Seattle-Tacoma-Bellevue, WA",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",950,65250
42660,"Seattle-Tacoma-Bellevue, WA",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",280,60760
42660,"Seattle-Tacoma-Bellevue, WA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",900,63320
42660,"Seattle-Tacoma-Bellevue, WA",4,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",40,47300
42680,"Sebastian-Vero Beach, FL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",110,27650
42680,"Sebastian-Vero Beach, FL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",90,48130
42680,"Sebastian-Vero Beach, FL",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",610,45740
42680,"Sebastian-Vero Beach, FL",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",240,47750
42680,"Sebastian-Vero Beach, FL",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",290,49720
42680,"Sebastian-Vero Beach, FL",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",40,48780
42700,"Sebring, FL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",80,25280
43100,"Sheboygan, WI",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",590,57920
43300,"Sherman-Denison, TX",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",70,39830
43300,"Sherman-Denison, TX",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",80,46440
43300,"Sherman-Denison, TX",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",380,48000
43300,"Sherman-Denison, TX",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",70,52480
43300,"Sherman-Denison, TX",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",50,45090
43300,"Sherman-Denison, TX",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",40,45870
43340,"Shreveport-Bossier City, LA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",380,23970
43340,"Shreveport-Bossier City, LA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",320,49120
43340,"Shreveport-Bossier City, LA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",870,47240
43340,"Shreveport-Bossier City, LA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1440,50680
43340,"Shreveport-Bossier City, LA",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",210,56760
43340,"Shreveport-Bossier City, LA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",170,48970
43340,"Shreveport-Bossier City, LA",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",90,48090
43420,"Sierra Vista-Douglas, AZ",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",70,22610
43420,"Sierra Vista-Douglas, AZ",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",190,41650
43420,"Sierra Vista-Douglas, AZ",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",310,38660
43420,"Sierra Vista-Douglas, AZ",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",40,47000
43420,"Sierra Vista-Douglas, AZ",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",40,38870
43580,"Sioux City, IA-NE-SD",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",170,22760
43580,"Sioux City, IA-NE-SD",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",50,51640
43580,"Sioux City, IA-NE-SD",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",440,51180
43580,"Sioux City, IA-NE-SD",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",440,48170
43580,"Sioux City, IA-NE-SD",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",50,51070
43580,"Sioux City, IA-NE-SD",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",70,55540
43580,"Sioux City, IA-NE-SD",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",40,46190
43620,"Sioux Falls, SD",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",580,42710
43620,"Sioux Falls, SD",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",750,43230
43620,"Sioux Falls, SD",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",190,43640
43620,"Sioux Falls, SD",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",110,44720
43620,"Sioux Falls, SD",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",130,44480
43780,"South Bend-Mishawaka, IN-MI",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",140,44380
43780,"South Bend-Mishawaka, IN-MI",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",30,48420
43780,"South Bend-Mishawaka, IN-MI",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",720,49920
43780,"South Bend-Mishawaka, IN-MI",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",80,48050
43780,"South Bend-Mishawaka, IN-MI",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",100,48910
43780,"South Bend-Mishawaka, IN-MI",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",50,48670
43780,"South Bend-Mishawaka, IN-MI",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",100,54560
43900,"Spartanburg, SC",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",180,25750
43900,"Spartanburg, SC",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",720,47680
43900,"Spartanburg, SC",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",40,60360
43900,"Spartanburg, SC",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",180,55690
44060,"Spokane-Spokane Valley, WA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",330,56010
44060,"Spokane-Spokane Valley, WA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",630,63380
44060,"Spokane-Spokane Valley, WA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1000,65570
44060,"Spokane-Spokane Valley, WA",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",220,65050
44060,"Spokane-Spokane Valley, WA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",230,58120
44060,"Spokane-Spokane Valley, WA",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",100,56820
44060,"Spokane-Spokane Valley, WA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",150,60100
44100,"Springfield, IL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",150,48620
44100,"Springfield, IL",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",830,50870
44100,"Springfield, IL",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",140,52570
44100,"Springfield, IL",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",210,51280
44180,"Springfield, MO",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",330,19370
44180,"Springfield, MO",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1260,47230
44180,"Springfield, MO",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",80,43960
44180,"Springfield, MO",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",120,51660
44220,"Springfield, OH",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",110,27350
44220,"Springfield, OH",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",40,49950
44220,"Springfield, OH",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",590,58270
